"Id","DateIn","CustomerId","DestinationId","PickupPointId","DriverId","PortId","Adults","Kids","Free","Remarks","UserId"
19,2020-07-14,141,2,1226,16,1,2,3,0,"MARTINA,ΔΕΝ ΕΧΟΥΝ ΦΟΡΜΑ ΓΙΑ COVID","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
20,2020-07-14,193,2,964,8,2,2,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
21,2020-07-14,189,2,1244,8,1,2,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
22,2020-07-14,193,2,964,8,2,2,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
23,2020-07-14,193,2,964,8,2,3,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
24,2020-07-14,155,2,1100,3,2,2,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
25,2020-07-14,155,2,1100,3,2,4,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
26,2020-07-14,141,2,1244,8,1,3,1,0,"ΚΑΜΛΑΝΗΣ ΜΙΧΑΛΗΣ,6932211885,105,-","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
27,2020-07-14,34,2,1002,1,1,2,3,0,"C2","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
28,2020-07-14,34,2,1642,1,1,5,0,0,"SPYRIDOULA APT 2711","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
29,2020-07-14,155,2,1100,3,2,1,1,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
30,2020-07-14,155,2,1100,3,2,2,2,1,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
31,2020-07-14,200,2,1244,8,1,2,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
32,2020-07-14,73,2,1244,8,1,3,0,0,"WEB","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
33,2020-07-14,141,2,1244,8,1,1,0,0,"ΤΣΑΓΚΑΛΙΔΗ ΚΩΣΤΑΝΤΙΝΑ","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
34,2020-07-14,193,2,964,8,2,2,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
35,2020-07-14,155,2,1100,3,2,2,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
36,2020-07-14,155,2,1100,3,2,2,1,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
37,2020-07-14,155,2,1100,3,2,2,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
38,2020-07-14,155,2,1100,3,2,4,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
39,2020-07-14,189,2,1244,8,1,2,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
40,2020-07-14,227,2,970,1,2,4,0,0,"PERAMA,6932002911","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
41,2020-07-14,141,2,964,8,2,20,0,0,"19+1 REP, BOHEMIAN","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
42,2020-07-14,144,2,1060,1,2,2,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
43,2020-07-14,155,2,1100,3,2,2,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
44,2020-07-14,155,2,1100,3,2,1,2,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
45,2020-07-14,73,2,964,8,2,2,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
46,2020-07-14,189,2,1244,8,1,2,1,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
47,2020-07-14,73,2,1244,8,1,2,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
48,2020-07-14,144,2,1060,1,2,2,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
49,2020-07-14,144,2,964,8,2,2,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
50,2020-07-14,141,2,1244,8,1,1,0,0,"SALMAM,PAY ON BOAT","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
51,2020-07-14,218,2,1244,8,1,14,1,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
52,2020-07-14,35,2,1086,1,1,1,0,0,"FIRAT AYDOGAN","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
53,2020-07-14,34,2,1002,1,1,4,0,0,"603,601,MAIN ROAD, BUS STOP","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
54,2020-07-14,34,2,1022,16,1,2,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
55,2020-07-14,133,2,1100,1,2,3,0,0,"2202","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
56,2020-07-14,133,2,1100,1,2,1,0,0,"1416, SPACE SAFE","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
57,2020-07-14,133,2,1100,1,2,2,0,0,"1416 SPACE SAFE","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
58,2020-07-14,133,2,1100,1,2,2,1,0,"5008, SPACE SAFE","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
59,2020-07-14,133,2,1100,1,2,2,1,0,"8004, SPACE SAFE","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
60,2020-07-14,133,2,1100,1,2,2,0,0,"7020, SPACE SAFE","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
61,2020-07-14,133,2,1100,1,2,2,0,0,"5518, SPACE SAFE","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
62,2020-07-14,133,2,1100,1,2,3,1,0,"1902, SPACE SAFE","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
63,2020-07-14,226,2,1155,6,1,2,0,0,"52, HOTEL!","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
64,2020-07-14,226,2,914,1,1,2,1,0,"114","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
65,2020-07-14,226,2,1214,1,1,3,1,0,"1, PICK UP KALAMAKI, 06:45","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
66,2020-07-14,226,2,1621,3,2,2,0,0,"205","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
67,2020-07-14,73,2,1244,8,1,4,0,0,"GYG","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
68,2020-07-14,73,2,964,8,2,2,0,0,"GYG","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
69,2020-07-14,73,2,1244,8,1,5,0,0,"WEB","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
70,2020-07-16,141,3,964,8,2,27,0,0,"LUCKY HOLIDAY, x20,-","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
71,2020-07-16,141,3,1226,1,1,2,3,0,"MARTINA,ΔΕΝ ΕΧΟΥΝ ΦΟΡΜΑ ΓΙΑ COVID","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
72,2020-07-16,34,3,863,1,1,2,1,0,"HELENS VILLAGE R6","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
73,2020-07-16,155,3,1100,3,2,2,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
74,2020-07-16,133,3,1621,1,2,1,0,0,"113, RECEPTION","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
75,2020-07-16,193,3,964,8,2,3,1,3,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
76,2020-07-16,155,3,1100,3,2,6,1,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
77,2020-07-16,155,3,1100,3,2,2,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
78,2020-07-16,155,3,1100,3,2,2,1,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
79,2020-07-16,141,3,964,8,2,13,0,0,"12+1 REP, BOHEMIAN","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
80,2020-07-16,141,3,1056,1,2,2,0,0,"OASIS HOTEL","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
81,2020-07-16,155,3,1100,3,2,1,1,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
82,2020-07-16,73,3,1100,3,2,4,0,0,"GYG","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
83,2020-07-16,73,3,964,8,2,2,0,0,"WEB","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
84,2020-07-16,155,3,1100,3,2,2,2,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
85,2020-07-16,73,3,1244,8,1,2,0,0,"GYGWZFWNWWXW-Giovanni Biagini","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
86,2020-07-16,141,3,964,8,2,4,0,0,"LIMANI, KIOSK","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
87,2020-07-16,155,3,1100,3,2,4,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
88,2020-07-16,202,3,1178,1,1,1,1,1,"7:25","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
89,2020-07-16,155,3,1100,3,2,1,1,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
90,2020-07-16,141,3,974,1,2,2,0,0,"KAIZER","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
91,2020-07-16,153,3,880,1,1,2,0,0,"SIDARI","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
92,2020-07-16,35,3,1086,1,1,6,1,0,"220","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
93,2020-07-16,35,3,1609,1,1,2,0,0,"313","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
94,2020-07-16,35,3,1108,1,2,2,2,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
95,2020-07-16,34,3,1086,1,1,2,0,0,"207","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
96,2020-07-16,133,3,1091,13,2,2,0,0,"MYTHOS KAIRABA RECEPTION9:00","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
97,2020-07-16,133,3,1100,1,2,15,3,0,"rec.4109,4316,2505","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
98,2020-07-16,153,3,1155,6,1,2,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
99,2020-07-16,8,3,1621,1,2,2,0,0,"503","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
100,2020-07-16,141,3,957,3,2,2,0,0,"CAPO DI 3510","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
101,2020-07-16,73,3,864,13,2,1,2,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
102,2020-07-17,141,2,964,8,2,14,0,0,"LUCKY HOLIDAY 13x20,-","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
103,2020-07-17,155,2,1100,1,2,4,4,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
104,2020-07-17,73,2,964,8,2,2,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
105,2020-07-17,144,2,964,8,2,2,0,0,"ΧΑΜΗΛΗ ΤΙΜΗ","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
106,2020-07-17,73,2,1244,8,1,5,0,0,"GYG","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
107,2020-07-17,155,2,1100,1,2,2,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
108,2020-07-17,144,2,1093,1,2,2,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
109,2020-07-17,141,2,1058,9,2,4,0,0,"KATERINA","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
110,2020-07-17,73,2,1244,8,1,2,0,0,"GYG","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
111,2020-07-17,144,2,1060,1,2,2,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
112,2020-07-17,73,2,1244,8,1,2,0,0,"GYG","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
113,2020-07-17,155,2,1100,1,2,2,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
114,2020-07-17,144,2,1060,1,2,2,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
115,2020-07-17,155,2,1100,1,2,2,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
116,2020-07-17,133,2,1091,9,2,10,0,0,"MYTHOS KAIRABA RECEPTION 09:00","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
117,2020-07-17,133,2,1100,3,2,17,8,0,"RN:4416,3114,6123,1328,4411,7106,7036","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
118,2020-07-17,133,2,1621,1,2,4,0,0,"RN: 204,812 RECEPTION","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
119,2020-07-17,133,2,1244,8,1,1,0,0,"REP-MEETING POINT(FREE OF CHARGE)","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
120,2020-07-19,73,3,964,8,2,4,0,0,"GYG","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
121,2020-07-19,73,3,1244,8,1,2,0,0,"GYG","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
122,2020-07-19,73,3,964,8,2,2,0,0,"WEB","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
123,2020-07-19,200,3,1613,6,1,2,0,0,"GYG","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
124,2020-07-19,73,3,1100,1,2,2,1,0,"GYG","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
125,2020-07-19,73,3,964,8,2,3,0,0,"GYG","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
126,2020-07-19,141,3,1244,8,1,2,0,0,"JULIA BOGAROWSKA 2x55,-","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
127,2020-07-19,133,3,1158,21,1,3,3,0,"Meinhardt, Weber-reception","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
128,2020-07-19,133,3,953,3,1,2,4,0,"rn: 802","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
129,2020-07-19,133,3,1091,9,2,24,0,0,"1308,1512,4109,1222,1509,1310,2201mythos","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
130,2020-07-19,133,3,1100,1,2,13,3,0,"2202,2502,1503-reception","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
131,2020-07-19,133,3,1621,1,2,2,0,0,"712","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
132,2020-07-19,133,3,1244,8,1,2,0,0,"rep's blue style","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
133,2020-07-21,143,2,1053,21,1,2,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
134,2020-07-21,141,2,1244,8,1,2,2,0,"Γιώργος Κούκας-pay on boat 90euros","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
135,2020-07-21,141,2,964,8,2,6,1,0,"kiosk","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
136,2020-07-21,141,2,1633,1,2,3,0,0,"Armenos Resort-pay on boat 75euros","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
137,2020-07-21,143,2,1037,21,1,2,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
138,2020-07-21,155,2,1100,1,2,6,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
139,2020-07-21,73,2,1086,1,1,2,2,0,"WEB","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
140,2020-07-21,73,2,1244,8,1,2,0,0,"GET YOUR GUIDE","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
141,2020-07-21,153,2,1155,6,1,6,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
142,2020-07-21,141,2,1131,1,1,4,0,0,"kontikali bay rn: 722,410","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
143,2020-07-21,153,2,1202,19,1,6,0,0,"Agios Stefanos","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
144,2020-07-21,73,2,964,8,2,3,0,0,"GYG","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
145,2020-07-21,73,2,964,8,2,2,2,0,"WEB","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
146,2020-07-21,13,2,1168,9,2,2,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
147,2020-07-21,209,2,864,9,2,2,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
148,2020-07-21,73,2,1100,1,2,2,0,0,"GYG","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
149,2020-07-21,77,2,1181,6,1,3,0,0,"Ermones Elena bridge","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
150,2020-07-21,144,2,964,8,2,2,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
151,2020-07-21,22,2,1100,1,2,2,1,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
152,2020-07-21,73,2,872,9,2,2,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
153,2020-07-21,133,2,1158,21,1,5,1,0,"rn: 972,857","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
154,2020-07-21,133,2,1086,1,1,2,0,0,"rn: 205","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
155,2020-07-21,133,2,1117,1,2,2,0,0,"rn: 207","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
156,2020-07-21,133,2,1050,1,2,1,2,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
157,2020-07-21,133,2,1100,3,2,27,5,1,"322,6004,5403,6005,6003,6004,4012,5218","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
158,2020-07-21,133,2,1621,1,2,2,0,0,"712-receprion","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
159,2020-07-21,133,2,1100,1,2,1,0,0,"escort Blue Style Daniela","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
160,2020-07-21,35,2,885,6,1,4,0,0,"rn 158,102-reception","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
161,2020-07-21,35,2,1609,1,1,2,0,0,"313-main gate","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
162,2020-07-21,35,2,882,1,1,1,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
163,2020-07-21,35,2,1108,1,2,2,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
164,2020-07-21,189,2,1244,8,1,4,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
165,2020-07-21,226,2,914,21,1,2,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
166,2020-07-21,226,2,1060,1,2,5,1,0,"B8,9","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
167,2020-07-21,226,2,1155,6,1,4,2,0,"35,29","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
168,2020-07-21,181,2,1086,1,1,3,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
169,2020-07-21,73,2,1075,21,1,2,0,0,"GYG PICK UP FROM DIMITRA S/M","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
170,2020-07-21,73,2,964,8,2,2,0,0,"GYG","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
171,2020-07-21,73,2,964,8,2,2,2,0,"WEB","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
172,2020-07-22,22,2,1025,9,2,2,0,0,"14","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
173,2020-07-22,22,2,1100,9,2,2,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
174,2020-07-22,144,2,1060,1,2,2,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
175,2020-07-22,143,2,935,21,1,2,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
176,2020-07-22,143,2,935,21,1,1,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
177,2020-07-22,73,2,1196,1,1,2,0,0,"GYG","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
178,2020-07-22,143,2,1053,21,1,2,0,1,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
179,2020-07-22,175,2,964,8,2,4,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
180,2020-07-22,141,2,964,8,2,2,2,0,"ORESTIS - KIOSK","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
181,2020-07-22,73,2,898,1,1,2,0,0,"WEB","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
182,2020-07-22,141,2,1244,8,1,2,0,0,"ΠΙΣΤΑΚΙ 6947464346, 2χ35,-","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
183,2020-07-22,141,2,1244,8,1,5,0,0,"ΒΑΣΙΛΙΚΗ ΑΝΕΜΟΓΙΑΝΝΗ 6937063778,30,-","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
184,2020-07-22,155,2,1100,9,2,6,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
185,2020-07-22,144,2,1060,1,2,2,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
186,2020-07-22,73,2,1117,1,2,2,1,0,"WEB","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
187,2020-07-22,155,2,1100,1,2,2,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
188,2020-07-22,13,2,1168,9,2,4,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
189,2020-07-22,141,2,1056,1,2,1,0,0,"OASIS","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
190,2020-07-22,141,2,964,8,2,8,0,0,"ORESTIS KIOSK","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
191,2020-07-22,133,2,1100,1,2,2,0,0,"2414","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
192,2020-07-22,35,2,885,6,1,4,0,0,"601,263","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
193,2020-07-22,35,2,1158,21,1,2,2,0,"947","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
194,2020-07-22,35,2,1037,21,1,3,1,0,"111, TROPICANA","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
195,2020-07-22,35,2,1108,1,2,2,0,0,"ESTHER DE RIJBEL","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
196,2020-07-22,226,2,1131,1,1,2,0,0,"501","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
197,2020-07-22,226,2,1060,1,2,2,0,0,"32","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
198,2020-07-22,226,2,1100,1,2,2,4,0,"GOEGEL","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
199,2020-07-22,73,2,1613,6,1,2,0,0,"GYG","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
200,2020-07-22,73,2,1244,8,1,4,0,0,"GYG","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
201,2020-07-22,73,2,1244,8,1,3,0,0,"WEB","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
202,2020-07-22,227,2,970,1,2,4,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
203,2020-07-22,143,2,1022,21,1,6,0,0,"PICK UP BRANCH OFFICE 7:40","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
204,2020-07-22,141,2,1106,1,2,3,0,0,"VANGELIS, PICK UP SCHOOL","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
205,2020-07-22,141,2,974,1,2,2,0,0,"AKIS LOIZOS, 60,-, 08:50","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
206,2020-07-22,218,2,1244,8,1,38,3,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
207,2020-07-22,143,2,912,21,1,2,0,0,"PICK UP STILIA KAROUSADES","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
208,2020-07-22,73,2,1244,8,1,2,0,0,"CHECK YETI","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
209,2020-07-23,153,3,1155,6,1,8,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
210,2020-07-23,141,3,1131,1,1,2,0,0,"KONTOKALI BAY 410","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
211,2020-07-23,155,3,1100,3,2,1,1,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
212,2020-07-23,188,3,914,21,1,2,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
213,2020-07-23,155,3,1100,3,2,2,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
214,2020-07-23,155,3,1100,3,2,3,0,0,"","b6401c3e-7683-49bc-bb7f-8be3b2fd2210"
